tlb_page_size,tlb_entries,tlb_assoc,cycle_time,tlb_max_outstanding_walks,tlb_miss_latency,cache_line_sz,cache_assoc,cache_queue_size,tlb_hit_latency,pipelined_dma,cache_size,pipelining,cache_hit_latency,cache_bandwidth,tlb_bandwidth,success,cycle,power,area
4096,0,4,1,4,10,32,2,64,1,1,32768,0,1,7,2,True,772572,10.6428,282061.0
4096,0,4,1,4,15,64,2,128,4,0,32768,1,3,13,2,True,504958,172.542,13666200.0
4096,0,4,1,8,16,64,8,32,4,0,65536,1,2,16,1,True,472680,174.136,13660000.0
4096,0,4,1,8,17,64,2,128,1,1,16384,0,2,15,1,True,892724,5.79507,60307.9
4096,0,4,2,4,16,32,16,64,1,1,16384,1,3,8,1,True,415110,151.79,12040300.0
4096,0,4,3,8,10,64,1,128,1,1,131072,1,3,13,2,True,391613,174.679,14186600.0
4096,0,4,3,8,18,64,4,64,1,1,65536,0,3,15,2,True,861249,6.11213,361169.0
4096,0,4,5,8,15,32,1,32,3,0,65536,0,2,10,1,True,951775,4.00837,195634.0
4096,0,4,5,8,16,32,2,64,4,1,32768,0,3,16,2,True,1115733,2.88304,280206.0
4096,0,8,1,4,15,32,8,64,3,1,65536,0,4,12,1,True,1147906,9.23326,244470.0
4096,0,8,1,4,19,64,16,64,1,1,65536,1,2,15,1,True,377398,177.362,13656600.0
4096,0,8,1,8,12,32,1,128,1,1,32768,0,1,4,1,True,2031801,4.02531,113025.0
4096,0,8,2,8,15,16,2,32,2,0,131072,1,1,12,1,True,420018,84.3954,6433760.0
4096,0,8,3,4,15,64,8,128,3,1,131072,0,3,16,2,True,1018578,9.72234,753253.0
4096,0,8,3,8,20,16,8,128,4,0,65536,0,2,14,1,True,1063265,5.5605,323652.0
4096,0,8,4,4,18,32,4,64,2,0,131072,0,4,15,1,True,1033690,7.94202,448715.0
4096,0,8,4,8,20,16,8,128,4,1,32768,1,4,5,1,True,537554,76.7055,6122550.0
4096,0,8,5,8,18,16,8,32,2,1,32768,1,4,7,1,True,466216,76.6229,6122500.0
4096,0,16,1,4,14,64,8,128,4,0,32768,0,3,11,1,True,1120925,6.40868,103281.0
4096,0,16,2,4,11,32,8,128,1,0,131072,1,3,8,1,True,415436,157.425,12429800.0
4096,0,16,2,4,12,64,8,32,1,1,32768,0,4,13,2,True,947115,5.22251,208332.0
4096,0,16,2,4,17,32,1,64,2,0,65536,1,1,6,1,True,383768,153.424,12158300.0
4096,0,16,3,4,19,64,16,128,1,1,32768,1,1,10,1,True,326895,170.276,13572400.0
4096,0,16,3,8,14,16,1,128,1,0,131072,1,4,13,1,True,475967,82.3282,6433420.0
