tlb_page_size,tlb_entries,tlb_assoc,cycle_time,tlb_max_outstanding_walks,tlb_miss_latency,cache_line_sz,cache_assoc,cache_queue_size,tlb_hit_latency,pipelined_dma,cache_size,pipelining,cache_hit_latency,cache_bandwidth,tlb_bandwidth,success,cycle,power,area
4096,0,4,1,8,18,32,16,32,3,1,32768,0,3,6,2,True,1527766,34.9649,352218.0
4096,0,4,2,4,17,32,2,128,4,0,32768,1,2,9,2,True,535832,35.8645,454753.0
4096,0,4,3,4,15,32,16,64,2,0,16384,1,1,9,1,True,502350,24.0931,238136.0
4096,0,4,4,4,18,64,4,32,4,0,32768,0,4,12,1,True,1575992,7.57751,161167.0
4096,0,4,4,8,16,16,4,128,4,0,131072,0,3,11,2,True,1557114,13.6759,1209640.0
4096,0,4,5,4,17,32,16,32,2,0,32768,1,1,16,1,True,500120,15.5647,266406.0
4096,0,4,5,8,18,64,1,64,1,0,131072,0,2,11,2,True,1447186,11.2927,787834.0
4096,0,8,1,8,11,32,8,128,3,1,32768,1,3,13,2,True,536314,81.3246,434637.0
4096,0,8,4,4,19,64,16,32,4,1,16384,1,4,14,2,True,559405,17.3222,343054.0
4096,0,8,4,8,16,16,8,64,1,1,16384,0,2,16,2,True,1458881,8.02981,240298.0
4096,0,8,5,8,16,32,1,128,2,0,16384,0,3,15,1,True,1539728,5.77539,128162.0
4096,0,8,5,8,16,32,4,64,1,1,65536,0,3,6,2,True,1473004,8.65892,548849.0
4096,0,16,1,4,18,16,4,128,1,1,32768,0,4,13,1,True,1530325,33.2307,228796.0
4096,0,16,1,4,20,32,4,128,3,0,32768,1,3,7,2,True,536360,80.9403,433472.0
4096,0,16,1,8,19,64,8,32,4,1,32768,1,3,14,1,True,553382,77.2303,329958.0
4096,0,16,3,4,10,16,1,32,3,1,16384,1,1,10,1,True,539378,22.5884,272559.0
4096,0,16,3,4,20,32,8,128,3,1,32768,0,4,8,1,True,1553959,9.95122,176842.0
4096,0,16,3,8,19,16,8,64,4,1,32768,1,3,8,2,True,551188,23.6653,398197.0
4096,0,16,4,4,15,32,8,64,2,1,32768,0,4,7,1,True,1528773,7.94704,173986.0
4096,0,16,5,4,14,64,2,32,3,0,65536,0,4,12,2,True,1545836,8.0935,451246.0
4096,0,16,5,4,17,64,1,128,1,0,65536,0,2,5,2,True,1447177,8.39172,452961.0
4096,0,16,5,8,13,32,16,64,4,1,16384,0,3,12,1,True,1553423,6.10348,136619.0
4096,4,4,1,4,18,16,4,128,3,1,65536,1,1,6,2,True,521395,88.8932,800244.0
4096,4,4,1,8,19,16,4,128,4,0,65536,0,3,9,1,True,1583504,34.1555,415210.0
4096,4,4,2,4,10,64,1,32,3,0,131072,1,1,15,2,True,511305,42.239,909314.0
4096,4,4,2,4,16,32,2,32,1,1,131072,0,3,15,1,True,1484295,19.6799,521160.0
4096,4,4,2,4,16,32,2,128,2,1,65536,0,1,6,1,True,1460304,16.9477,263358.0
4096,4,4,2,4,18,32,1,32,3,0,32768,0,4,14,2,True,1553858,15.101,295178.0
4096,4,4,2,8,10,32,4,128,2,1,131072,0,2,14,1,True,1483002,19.7198,517615.0
4096,4,4,3,4,13,32,2,128,2,0,65536,0,3,4,2,True,1501204,12.0817,455430.0
4096,4,4,3,4,13,32,8,128,3,0,65536,0,2,5,1,True,1507941,11.619,305898.0
4096,4,4,3,8,17,64,4,64,3,0,65536,0,4,5,2,True,1550263,11.6487,424073.0
4096,4,4,4,4,15,64,4,128,2,1,131072,0,3,11,1,True,1505062,11.5686,437463.0
4096,4,4,4,8,16,64,1,64,1,0,131072,0,2,16,2,True,1450771,12.7561,789260.0
4096,4,4,4,8,17,16,8,32,1,1,65536,0,3,9,2,True,1486997,10.7252,551498.0
4096,4,4,5,4,18,32,2,128,3,1,65536,1,1,4,1,True,517369,16.0222,345551.0
4096,4,4,5,4,20,32,1,32,1,0,16384,1,4,4,1,True,548115,13.6519,272465.0
4096,4,4,5,8,12,64,16,128,1,1,65536,0,1,10,2,True,1424894,9.54658,576787.0
4096,8,8,1,8,10,16,16,32,3,1,131072,0,4,9,2,True,1575725,41.5441,886183.0
4096,8,8,1,8,15,32,2,128,4,1,131072,1,3,12,2,True,550083,85.8667,1102860.0
4096,8,8,1,8,17,32,2,64,2,0,65536,0,1,7,1,True,1459721,35.7193,287254.0
4096,8,8,2,8,12,64,8,32,1,0,16384,1,1,15,2,True,484086,38.3931,325400.0
4096,8,8,2,8,13,16,2,128,3,1,16384,0,2,9,2,True,1516012,14.8876,243465.0
4096,8,8,2,8,17,16,16,64,3,1,32768,0,4,4,1,True,1570331,15.5198,248202.0
4096,8,8,3,4,12,16,1,128,2,1,16384,0,3,6,2,True,1556612,9.4325,259115.0
4096,8,8,4,4,17,64,2,128,2,0,131072,0,1,13,2,True,1447367,12.7914,787542.0
4096,8,8,4,8,13,32,1,32,2,0,16384,1,3,6,1,True,545761,16.7143,260979.0
4096,8,8,4,8,17,32,4,64,2,1,65536,0,2,8,1,True,1479385,9.46633,302595.0
4096,8,8,5,4,14,32,2,64,1,0,65536,1,3,16,2,True,507259,16.9175,543265.0
4096,16,16,1,4,12,32,4,32,3,0,131072,1,2,15,1,True,529487,87.8841,675500.0
